group,ingocup,weights,income_perc,median
Mujeres no abogadas,24940,1496,0,8586
Mujeres no abogadas,24970,50,0,8586
Mujeres no abogadas,25000,64935,0.4,8586
Mujeres no abogadas,25080,207,0,8586
Mujeres no abogadas,25200,778,0,8586
Mujeres no abogadas,25284,155,0,8586
Mujeres no abogadas,25370,44,0,8586
Mujeres no abogadas,25400,554,0,8586
Mujeres no abogadas,25500,636,0,8586
Mujeres no abogadas,25600,641,0,8586
Mujeres no abogadas,25700,1689,0,8586
Mujeres no abogadas,25800,36456,0.2,8586
Mujeres no abogadas,25806,92,0,8586
Mujeres no abogadas,25900,162,0,8586
Mujeres no abogadas,26000,32002,0.2,8586
Mujeres no abogadas,26134,500,0,8586
Mujeres no abogadas,26230,103,0,8586
Mujeres no abogadas,26250,164,0,8586
Mujeres no abogadas,26346,233,0,8586
Mujeres no abogadas,26400,779,0,8586
Mujeres no abogadas,26500,1507,0,8586
Mujeres no abogadas,26800,633,0,8586
Mujeres no abogadas,26875,859,0,8586
Mujeres no abogadas,27000,11847,0.1,8586
Mujeres no abogadas,27090,72,0,8586
Mujeres no abogadas,27200,159,0,8586
Mujeres no abogadas,27400,183,0,8586
Mujeres no abogadas,27500,776,0,8586
Mujeres no abogadas,27520,1083,0,8586
Mujeres no abogadas,27600,55,0,8586
Mujeres no abogadas,27735,54,0,8586
Mujeres no abogadas,27800,835,0,8586
Mujeres no abogadas,27900,114,0,8586
Mujeres no abogadas,27950,4814,0,8586
Mujeres no abogadas,28000,42857,0.3,8586
Mujeres no abogadas,28380,105,0,8586
Mujeres no abogadas,28500,74,0,8586
Mujeres no abogadas,28600,603,0,8586
Mujeres no abogadas,28700,478,0,8586
Mujeres no abogadas,28800,375,0,8586
Mujeres no abogadas,28810,243,0,8586
Mujeres no abogadas,28840,144,0,8586
Mujeres no abogadas,29000,2867,0,8586
Mujeres no abogadas,29025,412,0,8586
Mujeres no abogadas,29200,55,0,8586
Mujeres no abogadas,29400,1385,0,8586
Mujeres no abogadas,29500,1035,0,8586
Mujeres no abogadas,29600,31,0,8586
Mujeres no abogadas,30000,203358,1.3,8586
Mujeres no abogadas,30100,14810,0.1,8586
Mujeres no abogadas,30200,67,0,8586
Mujeres no abogadas,30315,116,0,8586
Mujeres no abogadas,30400,209,0,8586
Mujeres no abogadas,30800,22,0,8586
Mujeres no abogadas,30960,1412,0,8586
Mujeres no abogadas,31000,1193,0,8586
Mujeres no abogadas,31080,670,0,8586
Mujeres no abogadas,31100,80,0,8586
Mujeres no abogadas,31175,667,0,8586
Mujeres no abogadas,31250,54,0,8586
Mujeres no abogadas,31400,224,0,8586
Mujeres no abogadas,31500,2540,0,8586
Mujeres no abogadas,31600,514,0,8586
Mujeres no abogadas,31900,129,0,8586
Mujeres no abogadas,32000,23904,0.1,8586
Mujeres no abogadas,32250,5439,0,8586
Mujeres no abogadas,32300,605,0,8586
Mujeres no abogadas,32400,777,0,8586
Mujeres no abogadas,32500,619,0,8586
Mujeres no abogadas,32600,430,0,8586
Mujeres no abogadas,32700,128,0,8586
Mujeres no abogadas,32900,578,0,8586
Mujeres no abogadas,33000,4122,0,8586
Mujeres no abogadas,33500,547,0,8586
Mujeres no abogadas,33540,187,0,8586
Mujeres no abogadas,33600,92,0,8586
Mujeres no abogadas,33755,23,0,8586
Mujeres no abogadas,33906,135,0,8586
Mujeres no abogadas,34000,10525,0.1,8586
Mujeres no abogadas,34250,126,0,8586
Mujeres no abogadas,34400,12019,0.1,8586
Mujeres no abogadas,34800,76,0,8586
Mujeres no abogadas,35000,19313,0.1,8586
Mujeres no abogadas,35250,45,0,8586
Mujeres no abogadas,35800,1260,0,8586
Mujeres no abogadas,36000,19030,0.1,8586
Mujeres no abogadas,36120,23,0,8586
Mujeres no abogadas,36550,3143,0,8586
Mujeres no abogadas,36610,135,0,8586
Mujeres no abogadas,37000,905,0,8586
Mujeres no abogadas,37800,1034,0,8586
Mujeres no abogadas,38000,4777,0,8586
Mujeres no abogadas,38300,183,0,8586
Mujeres no abogadas,38400,199,0,8586
Mujeres no abogadas,38500,476,0,8586
Mujeres no abogadas,38700,6515,0,8586
Mujeres no abogadas,38710,62,0,8586
Mujeres no abogadas,39000,264,0,8586
Mujeres no abogadas,39100,133,0,8586
Mujeres no abogadas,39200,170,0,8586
Mujeres no abogadas,39800,590,0,8586
Mujeres no abogadas,40000,89330,0.6,8586
Mujeres no abogadas,40100,46,0,8586
Mujeres no abogadas,40133,34,0,8586
Mujeres no abogadas,40200,126,0,8586
Mujeres no abogadas,40230,1184,0,8586
Mujeres no abogadas,40700,371,0,8586
Mujeres no abogadas,40850,1268,0,8586
Mujeres no abogadas,41000,1084,0,8586
Mujeres no abogadas,41300,153,0,8586
Mujeres no abogadas,42000,2458,0,8586
Mujeres no abogadas,42500,57,0,8586
Mujeres no abogadas,43000,15106,0.1,8586
Mujeres no abogadas,43430,34,0,8586
Mujeres no abogadas,44000,4483,0,8586
Mujeres no abogadas,44600,149,0,8586
Mujeres no abogadas,45000,5226,0,8586
Mujeres no abogadas,45150,961,0,8586
Mujeres no abogadas,46000,5611,0,8586
Mujeres no abogadas,46800,240,0,8586
Mujeres no abogadas,47300,1973,0,8586
Mujeres no abogadas,48000,6122,0,8586
Mujeres no abogadas,49450,246,0,8586
Mujeres no abogadas,50000,41152,0.3,8586
Mujeres no abogadas,51600,2614,0,8586
Mujeres no abogadas,52000,1340,0,8586
Mujeres no abogadas,52460,146,0,8586
Mujeres no abogadas,53750,474,0,8586
Mujeres no abogadas,54000,531,0,8586
Mujeres no abogadas,55000,1710,0,8586
Mujeres no abogadas,55900,134,0,8586
Mujeres no abogadas,56000,464,0,8586
Mujeres no abogadas,57003,405,0,8586
Mujeres no abogadas,58000,47,0,8586
Mujeres no abogadas,58050,367,0,8586
Mujeres no abogadas,58333,387,0,8586
Mujeres no abogadas,59200,268,0,8586
Mujeres no abogadas,60000,21813,0.1,8586
Mujeres no abogadas,60106,190,0,8586
Mujeres no abogadas,60200,246,0,8586
Mujeres no abogadas,63003,52,0,8586
Mujeres no abogadas,64000,1359,0,8586
Mujeres no abogadas,64500,2479,0,8586
Mujeres no abogadas,64506,133,0,8586
Mujeres no abogadas,64560,39,0,8586
Mujeres no abogadas,65000,176,0,8586
Mujeres no abogadas,65400,147,0,8586
Mujeres no abogadas,66000,747,0,8586
Mujeres no abogadas,66667,165,0,8586
Mujeres no abogadas,67300,483,0,8586
Mujeres no abogadas,70000,4268,0,8586
Mujeres no abogadas,70500,671,0,8586
Mujeres no abogadas,72000,459,0,8586
Mujeres no abogadas,75000,1645,0,8586
Mujeres no abogadas,75250,65,0,8586
Mujeres no abogadas,76000,1481,0,8586
Mujeres no abogadas,77400,372,0,8586
Mujeres no abogadas,80000,7192,0,8586
Mujeres no abogadas,81500,111,0,8586
Mujeres no abogadas,82000,208,0,8586
Mujeres no abogadas,85000,68,0,8586
Mujeres no abogadas,86000,599,0,8586
Mujeres no abogadas,90000,1090,0,8586
Mujeres no abogadas,90300,168,0,8586
Mujeres no abogadas,98000,71,0,8586
Mujeres no abogadas,100000,3137,0,8586
Mujeres no abogadas,104000,50,0,8586
Mujeres no abogadas,107500,410,0,8586
Mujeres no abogadas,110000,454,0,8586
Mujeres no abogadas,120000,1050,0,8586
Mujeres no abogadas,129000,567,0,8586
Mujeres no abogadas,150000,1012,0,8586
Mujeres no abogadas,172000,406,0,8586
Mujeres no abogadas,177400,115,0,8586
Mujeres no abogadas,200000,28,0,8586
